Gene stable ID	Anopheles gambiae Ensembl Gene ID	Anopheles gambiae % Identity
AALB004219	AGAP005561	91
AALB004205	AGAP007238	94
AALB004207	AGAP007240	54
AALB004207	AGAP007242	83
AALB004208	AGAP007243	99
AALB004210	AGAP005550	69
AALB004213	AGAP005553	92
AALB004214	AGAP005556	65
AALB005367	AGAP006700	82
AALB004218	AGAP005560	76
AALB005370	AGAP006704	61
AALB005371	AGAP006705	79
AALB005372	AGAP006706	50
AALB005373	AGAP006711	59
AALB005373	AGAP006707	55
AALB005373	AGAP006709	58
AALB005373	AGAP006710	59
AALB005375	AGAP006708	61
AALB005379	AGAP006719	79
AALB005380	AGAP006720	56
AALB005381	AGAP006721	26
AALB005383	AGAP006722	66
AALB005385		
AALB005390		
AALB005388	AGAP006729	80
AALB005394	AGAP007613	81
AALB005397	AGAP007616	77
AALB005399	AGAP007618	77
AALB005402	AGAP007621	97
AALB005392	AGAP007612	57
AALB005395	AGAP007614	100
AALB005400	AGAP007619	94
AALB005405	AGAP007624	50
AALB005407	AGAP007626	92
AALB005406	AGAP007625	83
AALB005411	AGAP007629	87
AALB005412	AGAP007631	90
AALB005417	AGAP007684	80
AALB005413	AGAP007687	90
AALB005414	AGAP004422	96
AALB005418	AGAP007683	93
AALB005421	AGAP007679	60
AALB005423	AGAP007678	53
AALB005430	AGAP007728	80
AALB005427	AGAP001361	89
AALB005428	AGAP007730	90
AALB005429	AGAP007729	76
AALB005433	AGAP007725	71
AALB005439	AGAP007657	68
AALB005440	AGAP007658	76
AALB005432	AGAP007726	86
AALB004221	AGAP007036	27
AALB004221	AGAP007035	19
AALB004221	AGAP007033	15
AALB004222		
AALB004223	AGAP005564	19
AALB005442	AGAP007660	97
AALB005446	AGAP007533	52
AALB005448	AGAP007536	57
AALB005447	AGAP013228	84
AALB005452	AGAP007539	64
AALB005453	AGAP007541	71
AALB005456	AGAP007544	52
AALB005459		
AALB005462	AGAP007550	69
AALB005464	AGAP007714	70
AALB005460		
AALB005463	AGAP007551	68
AALB005468	AGAP007704	71
AALB005471	AGAP007701	95
AALB005475	AGAP000391	87
AALB005477	AGAP007323	71
AALB005478	AGAP007322	73
AALB005479	AGAP007317	71
AALB005465	AGAP007715	49
AALB005466	AGAP007712	81
AALB005474	AGAP007324	69
AALB005481	AGAP007313	46
AALB005484	AGAP007308	55
AALB005480	AGAP007316	31
AALB005482	AGAP007312	65
AALB005483	AGAP007310	58
AALB005483	AGAP007311	60
AALB005488	AGAP007306	98
AALB005490	AGAP012771	93
AALB005490	AGAP007305	94
AALB005491	AGAP007304	66
AALB005493	AGAP007302	95
AALB005487		
AALB005489	AGAP007301	58
AALB005494	AGAP007300	76
AALB005495	AGAP007299	80
AALB005502	AGAP007285	79
AALB005503	AGAP007287	68
AALB005504	AGAP007288	86
AALB005506		
AALB005507	AGAP012658	36
AALB005507	AGAP007283	35
AALB005508	AGAP007281	66
AALB005498	AGAP007296	83
AALB005498	AGAP012847	83
AALB005505	AGAP007289	63
AALB005510	AGAP007279	73
AALB005517	AGAP007264	78
AALB005520	AGAP007258	89
AALB005522	AGAP007257	46
AALB005512	AGAP007276	29
AALB005514	AGAP007271	37
AALB005514	AGAP007275	21
AALB005514	AGAP007274	2
AALB005516	AGAP007269	27
AALB005518	AGAP007263	42
AALB005519	AGAP007259	88
AALB005525	AGAP005249	66
AALB005527	AGAP007254	42
AALB005528	AGAP007253	73
AALB005529	AGAP007250	81
AALB005524	AGAP007255	83
AALB005524	AGAP007266	80
AALB005526	AGAP009077	85
AALB005532	AGAP007247	100
AALB005537	AGAP005549	97
AALB005536		
AALB005542	AGAP006609	74
AALB005544	AGAP006608	90
AALB005545	AGAP006969	91
AALB005546		
AALB005548		
AALB005547		
AALB005549	AGAP006974	69
AALB005552	AGAP006977	60
AALB005553	AGAP006984	57
AALB005553	AGAP006980	57
AALB005557	AGAP006988	89
AALB005559	AGAP006992	79
AALB005561	AGAP006994	77
AALB005562	AGAP006996	95
AALB005564	AGAP006998	85
AALB005567	AGAP007211	70
AALB005569	AGAP007213	94
AALB005572	AGAP007217	96
AALB005575	AGAP007221	45
AALB005563	AGAP006997	76
AALB005565	AGAP007209	72
AALB005571	AGAP007215	83
AALB005582	AGAP007168	75
AALB005580		
AALB005581	AGAP007166	63
AALB005584	AGAP006627	74
AALB005586	AGAP006625	67
AALB005588	AGAP006623	87
AALB005585	AGAP006626	87
AALB005591	AGAP006620	88
AALB005593	AGAP006617	73
AALB005595	AGAP006615	78
AALB005603	AGAP012656	84
AALB005603	AGAP005066	84
AALB005607	AGAP006517	78
AALB005612		
AALB005614	AGAP006511	96
AALB005618	AGAP006508	63
AALB005620	AGAP006502	58
AALB005620	AGAP006503	63
AALB004227	AGAP005567	61
AALB004233	AGAP007001	87
AALB004232	AGAP007000	95
AALB005626		
AALB005631	AGAP006497	68
AALB005637	AGAP006489	44
AALB005637	AGAP006488	42
AALB005640	AGAP006483	74
AALB005640	AGAP006484	38
AALB005643	AGAP006480	80
AALB005645	AGAP007206	77
AALB005648	AGAP007202	32
AALB005644	AGAP006479	87
AALB005647	AGAP007204	83
AALB005649	AGAP007201	83
AALB005656	AGAP007181	69
AALB005661	AGAP007176	60
AALB005658	AGAP007178	72
AALB005659	AGAP007177	61
AALB005662	AGAP007174	58
AALB005669	AGAP006129	53
AALB005675	AGAP006121	69
AALB005676	AGAP006120	73
AALB005682	AGAP005929	86
AALB005679	AGAP006117	81
AALB005691	AGAP006377	79
AALB005688	AGAP007663	80
AALB005690	AGAP007666	96
AALB005694	AGAP006899	51
AALB005700	AGAP009948	74
AALB005700	AGAP006895	73
AALB005701	AGAP006894	87
AALB005702	AGAP006893	75
AALB005704	AGAP006892	51
AALB005708	AGAP006888	80
AALB005714	AGAP006882	81
AALB005716	AGAP006878	85
AALB005717	AGAP006873	100
AALB005719	AGAP005365	70
AALB005721	AGAP005362	71
AALB005706	AGAP006890	99
AALB005707	AGAP006889	73
AALB005709	AGAP006887	72
AALB005712	AGAP006883	32
AALB005724	AGAP005356	77
AALB005729	AGAP006947	76
AALB005732	AGAP006950	80
AALB005728	AGAP005352	77
AALB005731	AGAP006949	88
AALB005733	AGAP006953	85
AALB005735	AGAP006955	83
AALB005738	AGAP006960	79
AALB005745	AGAP005826	67
AALB005747	AGAP007392	97
AALB005749	AGAP007390	75
AALB005744	AGAP005825	84
AALB005746	AGAP005828	75
AALB005748	AGAP007391	90
AALB005751	AGAP007388	69
AALB005756	AGAP007363	72
AALB005757	AGAP007365	65
AALB005757	AGAP007364	64
AALB005759	AGAP007105	93
AALB005755	AGAP007382	81
AALB005758	AGAP007104	78
AALB005764	AGAP007108	79
AALB005768	AGAP007111	92
AALB005763	AGAP010457	77
AALB005772	AGAP000426	72
AALB005769	AGAP007112	70
AALB005771	AGAP005980	90
AALB004238	AGAP007006	55
AALB004239		
AALB004240	AGAP007007	42
AALB004241	AGAP007709	2
AALB005781	AGAP005971	65
AALB005783	AGAP005969	84
AALB004242	AGAP007008	17
AALB005786	AGAP005963	55
AALB005788	AGAP005962	63
AALB005790	AGAP005960	82
AALB005792	AGAP005958	76
AALB005798	AGAP005949	90
AALB005791	AGAP005959	80
AALB005799	AGAP005948	89
AALB005800	AGAP005947	99
AALB005812	AGAP005860	91
AALB005813	AGAP005859	59
AALB005814	AGAP005858	100
AALB005816	AGAP005743	63
AALB005804	AGAP005784	75
AALB005806	AGAP005785	88
AALB005808	AGAP005787	70
AALB005815	AGAP005857	86
AALB005817	AGAP005745	19
AALB005821		
AALB005824	AGAP005662	95
AALB005819	AGAP005543	67
AALB005830	AGAP005655	88
AALB005830	AGAP012873	99
AALB005839	AGAP006169	81
AALB005834	AGAP006173	94
AALB005836	AGAP006175	71
AALB005838	AGAP006170	68
AALB005843	AGAP006166	65
AALB005847	AGAP006161	73
AALB005852	AGAP006151	58
AALB005854	AGAP007145	59
AALB005857	AGAP007140	84
AALB005859		
AALB004247	AGAP005865	87
AALB004244	AGAP011459	11
AALB004246	AGAP005863	75
AALB005866	AGAP006349	75
AALB005863	AGAP006347	15
AALB005864	AGAP006347	16
AALB005865	AGAP006348	35
AALB005873	AGAP006354	81
AALB005875		
AALB005876	AGAP006360	91
AALB005869	AGAP006358	67
AALB005872	AGAP006355	88
AALB005874	AGAP006353	89
AALB005879	AGAP005122	77
AALB005880	AGAP005124	88
AALB005887	AGAP005132	92
AALB005889	AGAP005134	98
AALB005891	AGAP005136	99
AALB005881	AGAP005125	82
AALB005883	AGAP005126	93
AALB005886	AGAP005129	92
AALB005888	AGAP005133	61
AALB005892	AGAP005137	61
AALB005895	AGAP005325	80
AALB005894	AGAP005139	77
AALB005901	AGAP005331	84
AALB005908	AGAP005341	90
AALB005915	AGAP007092	95
AALB005918	AGAP006373	52
AALB005917	AGAP006374	30
AALB005923	AGAP006368	78
AALB005926		
AALB005935	AGAP007076	48
AALB005935	AGAP007077	53
AALB005925	AGAP005941	80
AALB005928	AGAP005944	73
AALB005930	AGAP005781	90
AALB005936		
AALB005941	AGAP007085	72
AALB005943	AGAP007086	82
AALB005947	AGAP007113	86
AALB005944	AGAP007088	90
AALB005946	AGAP006384	60
AALB004253	AGAP005873	98
AALB004252	AGAP005871	79
AALB004254	AGAP005874	72
AALB005949	AGAP007117	77
AALB005951	AGAP005533	88
AALB005953	AGAP005530	73
AALB005950	AGAP007118	51
AALB005954	AGAP005529	86
AALB005958	AGAP005522	82
AALB005958	AGAP005523	95
AALB005960	AGAP005520	88
AALB005963	AGAP005514	60
AALB005966		
AALB005967	AGAP005510	47
AALB005961	AGAP005518	2
AALB005961	AGAP005519	47
AALB005964	AGAP005513	86
AALB005965	AGAP005512	74
AALB005974	AGAP007418	44
AALB005972	AGAP005506	92
AALB005973	AGAP007419	63
AALB005976	AGAP007416	76
AALB005982	AGAP007397	51
AALB005983	AGAP007393	90
AALB005985	AGAP007395	47
AALB005986	AGAP007396	69
AALB005987	AGAP005829	60
AALB005984	AGAP007394	58
AALB005990	AGAP005832	65
AALB005994	AGAP005839	39
AALB005997	AGAP005841	70
AALB005997	AGAP005840	48
AALB006000	AGAP005846	80
AALB006002	AGAP005849	95
AALB006003	AGAP005848	62
AALB005998	AGAP005842	73
AALB006005	AGAP005853	84
AALB006010	AGAP006770	88
AALB006008	AGAP005856	78
AALB006009	AGAP006771	58
AALB006011	AGAP006769	59
AALB006016	AGAP006088	70
AALB006021	AGAP006091	53
AALB006032	AGAP005422	90
AALB006022	AGAP006092	61
AALB006026	AGAP005431	92
AALB006028	AGAP005429	75
AALB006035	AGAP005419	80
AALB006038	AGAP005415	57
AALB006040	AGAP005413	71
AALB006047	AGAP005409	62
AALB006053	AGAP006235	52
AALB006059	AGAP006097	76
AALB006060	AGAP006095	77
AALB006046	AGAP005410	80
AALB006050	AGAP006241	69
AALB006052	AGAP006239	87
AALB006054	AGAP006102	74
AALB006058	AGAP006099	87
AALB006062	AGAP005435	80
AALB006064	AGAP005438	57
AALB006067	AGAP005447	69
AALB006063	AGAP005437	80
AALB006065	AGAP005440	69
AALB006070	AGAP012109	94
AALB006075	AGAP005455	89
AALB006076	AGAP005456	86
AALB006071	AGAP005450	93
AALB006077	AGAP005458	73
AALB006077	AGAP005457	73
AALB006082	AGAP012612	58
AALB006082	AGAP005060	51
AALB006082	AGAP005059	49
AALB006078	AGAP000337	66
AALB006081	AGAP005061	97
AALB006081	AGAP012708	68
AALB006087	AGAP005056	57
AALB006087	AGAP012763	65
AALB006086	AGAP005057	43
AALB004093	AGAP006330	63
AALB006093	AGAP005778	67
AALB006094	AGAP005776	59
AALB006092	AGAP005777	85
AALB006099	AGAP005772	98
AALB006100	AGAP005771	87
AALB006106	AGAP005763	49
AALB006113		
AALB006112	AGAP005757	75
AALB006118	AGAP005540	77
AALB006119	AGAP005538	78
AALB006122	AGAP005535	94
AALB006128	AGAP005652	84
AALB006123	AGAP005534	34
AALB006129	AGAP005653	91
AALB006130	AGAP006176	90
AALB006132	AGAP006177	78
AALB006135	AGAP006180	55
AALB006137	AGAP006183	94
AALB006138	AGAP006184	78
AALB006141	AGAP006186	93
AALB006152	AGAP006070	65
AALB006152	AGAP006071	84
AALB006151	AGAP006204	80
AALB006155	AGAP006074	60
AALB006159	AGAP006083	88
AALB006161	AGAP005130	80
AALB006163	AGAP006767	82
AALB006164	AGAP006766	93
AALB006171	AGAP006757	92
AALB006172	AGAP006756	62
AALB006173	AGAP006755	85
AALB006178	AGAP006745	58
AALB006179	AGAP006746	87
AALB006184	AGAP006733	76
AALB006180	AGAP006747	64
AALB006181	AGAP007605	84
AALB006190	AGAP006738	57
AALB006192	AGAP006741	61
AALB006195	AGAP007601	89
AALB006194	AGAP006740	76
AALB006197	AGAP007600	66
AALB006199	AGAP007596	82
AALB006198	AGAP007598	66
AALB006198	AGAP007597	75
AALB006204	AGAP007587	33
AALB006206		
AALB006215	AGAP007578	82
AALB006210	AGAP007584	78
AALB006214	AGAP007579	92
AALB006217	AGAP007576	88
AALB006223	AGAP007568	57
AALB006224	AGAP007567	73
AALB006225	AGAP007565	58
AALB006226	AGAP007564	83
AALB006228		
AALB006229		
AALB006231	AGAP007562	73
AALB004094	AGAP012493	48
AALB006237	AGAP007718	72
AALB006240	AGAP007721	79
AALB006242	AGAP007633	88
AALB006244	AGAP007636	67
AALB004261	AGAP005883	92
AALB004260	AGAP005882	82
AALB004262	AGAP006916	83
AALB004266	AGAP005887	58
AALB004269	AGAP005991	72
AALB004278	AGAP006008	61
AALB004278	AGAP006007	49
AALB004282	AGAP006011	86
AALB004265		
AALB004268	AGAP005990	88
AALB004272	AGAP005993	69
AALB004275	AGAP005995	66
AALB004276	AGAP005996	93
AALB004276	AGAP005997	75
AALB004276	AGAP005999	66
AALB004276	AGAP005998	68
AALB004279	AGAP006009	79
AALB004097		
AALB004284	AGAP006013	86
AALB004287	AGAP006016	82
AALB004100	AGAP006344	82
AALB004101	AGAP006345	26
AALB004101	AGAP006346	56
AALB004294	AGAP006021	77
AALB004297	AGAP007093	31
AALB004293	AGAP006020	88
AALB004295	AGAP006022	53
AALB004300	AGAP006376	36
AALB004301	AGAP007667	86
AALB004309	AGAP004848	42
AALB004302	AGAP007668	87
AALB004306	AGAP005404	66
AALB004308	AGAP004849	57
AALB004310	AGAP004846	94
AALB004311	AGAP004845	68
AALB004321	AGAP005255	98
AALB004322	AGAP005254	86
AALB004329	AGAP005246	64
AALB004325	AGAP005250	64
AALB004326		
AALB004328		
AALB004330		
AALB004333	AGAP002297	9
AALB004332	AGAP005245	62
AALB004336	AGAP005243	56
AALB004104	AGAP007137	72
AALB004105	AGAP007136	83
AALB004343	AGAP005236	82
AALB004344	AGAP005235	77
AALB004346	AGAP005233	92
AALB004338	AGAP005242	54
AALB004339	AGAP005241	50
AALB004340	AGAP005240	44
AALB004342	AGAP005237	82
AALB004350	AGAP005229	87
AALB004356	AGAP005223	83
AALB004357	AGAP005221	60
AALB004359	AGAP005219	91
AALB004364	AGAP005215	74
AALB004365	AGAP005213	67
AALB004368	AGAP005211	85
AALB004370	AGAP005209	91
AALB004367	AGAP005212	65
AALB004369	AGAP005210	79
AALB004374	AGAP005301	87
AALB004376		
AALB004381	AGAP005298	89
AALB004383	AGAP005295	74
AALB004385	AGAP000555	69
AALB004373	AGAP005305	57
AALB004388	AGAP005290	56
AALB004391	AGAP005287	67
AALB004393	AGAP005285	55
AALB004399	AGAP005277	42
AALB004403		
AALB004405	AGAP006653	85
AALB004394	AGAP005283	61
AALB004395	AGAP005282	76
AALB004398	AGAP005280	43
AALB004400	AGAP005275	63
AALB004402	AGAP005273	71
AALB004404	AGAP007004	26
AALB004404	AGAP006367	39
AALB004404	AGAP006611	56
AALB004407	AGAP006655	68
AALB004106	AGAP007135	84
AALB004108	AGAP007134	63
AALB004417	AGAP006069	60
AALB004418	AGAP006068	75
AALB004426	AGAP006060	61
AALB004420	AGAP006065	83
AALB004422	AGAP006063	60
AALB004425	AGAP006061	39
AALB004427		
AALB004433	AGAP006054	77
AALB004436	AGAP006050	75
AALB004440	AGAP006045	34
AALB004442	AGAP005905	61
AALB004435	AGAP006051	74
AALB004443	AGAP005906	79
AALB004449	AGAP005914	77
AALB004452	AGAP005917	56
AALB004451	AGAP005916	97
AALB004453	AGAP012358	68
AALB004457		
AALB004460	AGAP005806	34
AALB004463	AGAP005805	56
AALB004466	AGAP005802	97
AALB004468	AGAP005800	93
AALB004469		
AALB004471	AGAP005797	80
AALB004473		
AALB004476	AGAP007837	11
AALB004478	AGAP005794	41
AALB004484	AGAP007698	78
AALB004485	AGAP007326	52
AALB004109	AGAP007133	61
AALB004488	AGAP007332	80
AALB004490	AGAP007335	87
AALB004491	AGAP007336	74
AALB004496		
AALB004112		
AALB004499	AGAP005685	65
AALB004494	AGAP007339	99
AALB004495	AGAP005681	99
AALB004498	AGAP005683	65
AALB004113	AGAP007130	83
AALB004111	AGAP007131	100
AALB004500	AGAP006647	66
AALB004503	AGAP006650	75
AALB004502	AGAP006649	46
AALB004506		
AALB004516	AGAP007348	80
AALB004521	AGAP007355	81
AALB004511	AGAP007342	82
AALB004520	AGAP007353	59
AALB004524	AGAP007357	86
AALB004527	AGAP007361	77
AALB004531	AGAP007379	91
AALB004536	AGAP007375	69
AALB004526	AGAP007359	59
AALB004530	AGAP007381	64
AALB004532	AGAP013544	86
AALB004538	AGAP007373	93
AALB004543	AGAP007368	82
AALB004545	AGAP009985	64
AALB004545	AGAP010002	52
AALB004540	AGAP007370	63
AALB004542	AGAP007367	78
AALB004546	AGAP007103	76
AALB004548	AGAP007102	80
AALB004549	AGAP007100	85
AALB004551	AGAP007099	64
AALB004555	AGAP007094	71
AALB004554	AGAP007095	71
AALB004558	AGAP006023	90
AALB004559	AGAP006024	41
AALB004568	AGAP006029	76
AALB004572	AGAP006033	81
AALB004121	AGAP005644	81
AALB004115	AGAP007128	74
AALB004118	AGAP007121	91
AALB004574	AGAP006036	73
AALB004580	AGAP004859	73
AALB004580	AGAP004858	74
AALB004576	AGAP006039	54
AALB004581	AGAP004856	88
AALB004583	AGAP004905	76
AALB004584	AGAP004906	91
AALB004591	AGAP006926	61
AALB004588	AGAP004910	94
AALB004593	AGAP005586	49
AALB004596	AGAP005595	61
AALB004598		
AALB004608	AGAP005609	68
AALB004599	AGAP005600	82
AALB004605	AGAP005605	66
AALB004607	AGAP005608	52
AALB004609	AGAP005613	57
AALB004610		
AALB004612	AGAP005615	79
AALB004618	AGAP005623	97
AALB004622		
AALB004611	AGAP005614	81
AALB004613	AGAP005616	88
AALB004615	AGAP005618	91
AALB004617	AGAP005621	92
AALB004619	AGAP005622	83
AALB004623	AGAP012924	96
AALB004623	AGAP005627	54
AALB004626	AGAP012896	97
AALB004626	AGAP005632	94
AALB004627	AGAP005633	68
AALB004631	AGAP007023	70
AALB004636	AGAP007018	67
AALB004625	AGAP005631	93
AALB004628	AGAP005635	62
AALB004633	AGAP007021	78
AALB004635	AGAP007019	75
AALB004638		
AALB004641	AGAP007010	83
AALB004643	AGAP005729	59
AALB004645		
AALB004646	AGAP006408	71
AALB004654		
AALB004123		
AALB004126	AGAP005708	37
AALB004122	AGAP005643	43
AALB004125	AGAP006676	85
AALB004130	AGAP006670	69
AALB004657	AGAP006400	42
AALB004660	AGAP006398	66
AALB004664	AGAP005639	91
AALB004669	AGAP007029	77
AALB004671	AGAP006663	60
AALB004673	AGAP006232	78
AALB004663	AGAP005640	97
AALB004667	AGAP007027	86
AALB004670	AGAP006234	57
AALB004675	AGAP006228	74
AALB004678	AGAP006218	76
AALB004680		
AALB004677	AGAP006225	84
AALB004681		
AALB004683	AGAP006212	46
AALB004684	AGAP006211	51
AALB004685	AGAP000521	58
AALB004689	AGAP006661	54
AALB004691		
AALB004686	AGAP006209	75
AALB004688	AGAP006205	64
AALB004690	AGAP006662	53
AALB004697	AGAP006963	52
AALB004699	AGAP006958	61
AALB004699	AGAP006961	43
AALB004699	AGAP006959	44
AALB004696	AGAP006966	85
AALB004700	AGAP005818	74
AALB004084		
AALB004083	AGAP006324	80
AALB004713	AGAP007530	67
AALB004712	AGAP005920	72
AALB004719	AGAP006472	53
AALB004721	AGAP006474	96
AALB004716	AGAP006470	79
AALB004723		
AALB004727	AGAP004871	96
AALB004728	AGAP004872	93
AALB004730	AGAP004873	67
AALB004729		
AALB004741	AGAP004883	46
AALB004748	AGAP004890	83
AALB004747	AGAP004889	79
AALB004750	AGAP004892	39
AALB004755		
AALB004760	AGAP004818	86
AALB004765		
AALB004767	AGAP006042	54
AALB004131	AGAP006669	62
AALB004773		
AALB004087		
AALB004788	AGAP005149	88
AALB004790	AGAP005147	25
AALB004793		
AALB004794	AGAP005143	34
AALB004789	AGAP005148	78
AALB004791	AGAP005146	57
AALB004792	AGAP005145	43
AALB004090	AGAP006328	86
AALB004797	AGAP005722	39
AALB004134	AGAP006666	61
AALB004136	AGAP013034	17
AALB004142	AGAP005937	57
AALB004143		
AALB004145	AGAP006366	97
AALB004801		
AALB004803	AGAP006216	28
AALB004132		
AALB004804	AGAP005402	89
AALB004133	AGAP006665	44
AALB004144	AGAP005939	68
AALB004810	AGAP005399	36
AALB004823		
AALB004826		
AALB004833	AGAP012538	12
AALB004832	AGAP006636	64
AALB004149		
AALB004150	AGAP005710	84
AALB004151	AGAP005711	44
AALB004152	AGAP005711	24
AALB004835	AGAP006635	77
AALB004840	AGAP006632	49
AALB004848	AGAP004868	86
AALB004848	AGAP004869	82
AALB004850	AGAP004866	51
AALB004851		
AALB004854	AGAP004835	49
AALB004860	AGAP004830	55
AALB004861	AGAP004829	56
AALB004862	AGAP004829	53
AALB004857	AGAP000049	47
AALB004869	AGAP005260	70
AALB004865	AGAP004827	49
AALB004866	AGAP005263	59
AALB004878	AGAP005159	97
AALB004880		
AALB004154	AGAP005713	38
AALB004890	AGAP005983	92
AALB004893	AGAP006382	61
AALB004897	AGAP006381	72
AALB004898	AGAP006379	83
AALB004898	AGAP006380	82
AALB004900	AGAP006378	59
AALB004926	AGAP007208	91
AALB004923	AGAP005577	74
AALB004930	AGAP006139	73
AALB004931	AGAP006138	82
AALB004945	AGAP007158	42
AALB004945	AGAP007159	42
AALB004945	AGAP005548	52
AALB004945	AGAP005547	50
AALB004948	AGAP007161	65
AALB004941	AGAP007151	61
AALB004954	AGAP011253	4
AALB004958	AGAP005351	72
AALB004157	AGAP005714	52
AALB004158		
AALB004968	AGAP006935	58
AALB004975	AGAP005044	87
AALB004963	AGAP006942	84
AALB004972	AGAP028210	51
AALB004984	AGAP004928	95
AALB004987	AGAP004918	56
AALB004988	AGAP004916	54
AALB004988	AGAP004917	58
AALB004990	AGAP004912	76
AALB004996	AGAP007064	61
AALB005000	AGAP007058	32
AALB005007	AGAP007052	67
AALB005002	AGAP007043	36
AALB005016	AGAP005744	10
AALB005027	AGAP007032	38
AALB005033		
AALB005035	AGAP006105	48
AALB004165	AGAP004855	24
AALB005038		
AALB004166	AGAP005718	39
AALB004166	AGAP005719	77
AALB004167	AGAP005324	64
AALB004171	AGAP005319	77
AALB005061	AGAP006592	48
AALB005062	AGAP006591	75
AALB005063		
AALB005066	AGAP006584	7
AALB005066	AGAP006581	2
AALB005066	AGAP006582	3
AALB005066	AGAP006586	7
AALB005067	AGAP006580	82
AALB005075	AGAP005732	58
AALB005078	AGAP006411	68
AALB005078	AGAP006412	61
AALB005072	AGAP005736	84
AALB005083	AGAP006421	67
AALB005082	AGAP006417	65
AALB005089	AGAP006434	19
AALB005088	AGAP006431	64
AALB005090		
AALB005096	AGAP005492	47
AALB005098	AGAP005494	92
AALB005104	AGAP005504	66
AALB005108	AGAP007422	52
AALB004176	AGAP005311	42
AALB005113	AGAP007451	24
AALB004179	AGAP005094	58
AALB005128	AGAP007469	42
AALB005128	AGAP007468	41
AALB005128	AGAP007470	40
AALB005128	AGAP007467	41
AALB005128	AGAP007471	40
AALB005127	AGAP007469	42
AALB005127	AGAP007468	41
AALB005127	AGAP007470	39
AALB005127	AGAP007467	41
AALB005127	AGAP007471	39
AALB005129	AGAP007464	30
AALB005129	AGAP007463	31
AALB005129	AGAP007462	31
AALB005129	AGAP007466	29
AALB005129	AGAP007465	28
AALB005132	AGAP007475	87
AALB005146		
AALB005154	AGAP007503	63
AALB005157	AGAP007506	70
AALB005163	AGAP007514	52
AALB005175	AGAP006466	50
AALB005177	AGAP006463	45
AALB005177	AGAP006464	75
AALB005179		
AALB005180		
AALB005181	AGAP006460	31
AALB005182		
AALB005197		
AALB005201	AGAP006440	40
AALB004183	AGAP005246	49
AALB004187	AGAP005101	70
AALB005212	AGAP005468	53
AALB005208	AGAP005480	21
AALB005208	AGAP005938	20
AALB005210	AGAP005482	17
AALB005209	AGAP005481	32
AALB005213	AGAP005470	76
AALB005219	AGAP005466	65
AALB005218	AGAP006440	30
AALB005220	AGAP005465	61
AALB005221	AGAP005464	62
AALB005229	AGAP006521	85
AALB005231	AGAP006526	35
AALB005235	AGAP006532	90
AALB005240	AGAP006537	72
AALB005236	AGAP006534	52
AALB005243	AGAP006540	84
AALB005244	AGAP006541	69
AALB005251	AGAP008171	5
AALB005251	AGAP004941	25
AALB005251	AGAP008170	27
AALB005251	AGAP004913	25
AALB005251	AGAP007030	13
AALB005253	AGAP006571	41
AALB005260	AGAP005742	79
AALB005264	AGAP006777	84
AALB005263	AGAP006776	37
AALB005274	AGAP006791	22
AALB005278	AGAP006794	25
AALB005280	AGAP006797	59
AALB004192	AGAP005111	69
AALB004193	AGAP013744	43
AALB005290	AGAP006809	90
AALB005292	AGAP006811	28
AALB004201	AGAP005246	54
